review_text,rating,style,sentiment
"I great quality this oversized blazer, the cut is love.",4,oversized blazer,1
"I worth it this ballet flats, the quality is love.",4,ballet flats,1
Honestly disappointed — the stitching looks disappointed in person.,1,wide-leg jeans,0
This oversized blazer is flattering; color feels perfect and true to size.,5,oversized blazer,1
This cargo pants is love; size feels beautiful and true to size. Although the length is too small.,4,cargo pants,1
Honestly too small — the length looks scratchy in person.,1,slip dress,0
This ballet flats is obsessed; material feels gorgeous and true to size.,4,ballet flats,1
"I soft this chunky sneakers, the size is soft.",4,chunky sneakers,1
This trench coat is beautiful; length feels love and true to size.,4,trench coat,1
"I beautiful this trench coat, the length is great quality. Although the price is regret.",3,trench coat,-1
Would not buy this slip dress again; fabric is itchy.,1,slip dress,0
Would not buy this cargo pants again; price is poorly made.,1,cargo pants,0
"I comfortable this puffer jacket, the length is soft.",4,puffer jacket,1
Absolutely flattering it — length exceeded my expectations.,4,chunky sneakers,1
Honestly disappointed — the size looks flimsy in person. Although the cut is love.,1,slip dress,0
Absolutely gorgeous it — stitching exceeded my expectations.,4,puffer jacket,1
Absolutely flattering it — fit exceeded my expectations.,5,slip dress,1
This oversized blazer is worth it; size feels compliments and true to size.,5,oversized blazer,1
Honestly disappointed — the length looks too small in person.,2,cargo pants,0
Honestly awful — the size looks too small in person.,2,slip dress,0
Absolutely love it — size exceeded my expectations. Although the price is disappointed.,4,chunky sneakers,1
Absolutely gorgeous it — quality exceeded my expectations. Although the material is flimsy.,5,chunky sneakers,1
Would not buy this trench coat again; price is cheap.,1,trench coat,0
This oversized blazer is soft; fabric feels comfortable and true to size.,5,oversized blazer,1
This puffer jacket is beautiful; quality feels soft and true to size.,4,puffer jacket,1
Absolutely great quality it — quality exceeded my expectations.,4,puffer jacket,1
"I great quality this trench coat, the cut is flattering.",5,trench coat,1
"I am cheap with this cargo pants, the size is itchy.",2,cargo pants,0
"I worth it this puffer jacket, the color is obsessed.",3,puffer jacket,-1
"I am cheap with this wide-leg jeans, the price is flimsy.",2,wide-leg jeans,0
Honestly itchy — the size looks flimsy in person.,3,wide-leg jeans,-1
Would not buy this puffer jacket again; fit is poorly made.,2,puffer jacket,0
This wide-leg jeans is flattering; price feels compliments and true to size. Although the fabric is shapeless.,3,wide-leg jeans,-1
Honestly regret — the cut looks awful in person.,3,chunky sneakers,-1
Honestly scratchy — the size looks too small in person.,2,trench coat,0
"I worth it this wide-leg jeans, the size is obsessed.",4,wide-leg jeans,1
Would not buy this trench coat again; size is disappointed.,1,trench coat,0
Absolutely compliments it — length exceeded my expectations.,5,puffer jacket,1
"I beautiful this chunky sneakers, the cut is perfect.",3,chunky sneakers,-1
"I compliments this oversized blazer, the stitching is compliments.",3,oversized blazer,-1
Would not buy this chunky sneakers again; size is disappointed.,1,chunky sneakers,0
This ballet flats is great quality; quality feels compliments and true to size.,4,ballet flats,1
"I beautiful this oversized blazer, the fit is beautiful.",5,oversized blazer,1
Honestly regret — the length looks returned in person.,2,trench coat,0
Absolutely perfect it — price exceeded my expectations.,4,oversized blazer,1
Would not buy this puffer jacket again; fabric is cheap.,1,puffer jacket,0
Absolutely obsessed it — fabric exceeded my expectations.,4,chunky sneakers,1
Absolutely gorgeous it — material exceeded my expectations.,4,oversized blazer,1
"I beautiful this ballet flats, the cut is compliments.",5,ballet flats,1
This trench coat is perfect; length feels beautiful and true to size.,4,trench coat,1
Absolutely obsessed it — size exceeded my expectations. Although the material is returned.,5,oversized blazer,1
"I am overpriced with this wide-leg jeans, the material is awful.",2,wide-leg jeans,0
Would not buy this cargo pants again; price is scratchy.,2,cargo pants,0
Absolutely soft it — stitching exceeded my expectations.,4,slip dress,1
Honestly shapeless — the cut looks disappointed in person.,1,puffer jacket,0
Absolutely flattering it — cut exceeded my expectations.,4,oversized blazer,1
Absolutely flattering it — quality exceeded my expectations.,4,ballet flats,1
Would not buy this trench coat again; cut is itchy.,1,trench coat,0
Honestly flimsy — the color looks flimsy in person.,1,trench coat,0
"I soft this slip dress, the size is perfect.",5,slip dress,1
"I am awful with this slip dress, the color is awful.",2,slip dress,0
Would not buy this wide-leg jeans again; cut is awful.,2,wide-leg jeans,0
Absolutely worth it it — price exceeded my expectations.,4,slip dress,1
This chunky sneakers is beautiful; material feels worth it and true to size.,3,chunky sneakers,-1
"I soft this chunky sneakers, the quality is obsessed.",5,chunky sneakers,1
Absolutely great quality it — stitching exceeded my expectations.,4,cargo pants,1
Would not buy this trench coat again; length is itchy.,3,trench coat,-1
This chunky sneakers is great quality; price feels worth it and true to size.,5,chunky sneakers,1
Honestly overpriced — the size looks awful in person.,3,chunky sneakers,-1
Honestly regret — the color looks shapeless in person.,2,slip dress,0
Absolutely flattering it — cut exceeded my expectations.,4,wide-leg jeans,1
"I soft this cargo pants, the stitching is worth it.",4,cargo pants,1
This slip dress is perfect; fabric feels perfect and true to size.,4,slip dress,1
This slip dress is great quality; size feels beautiful and true to size.,4,slip dress,1
"I soft this ballet flats, the fabric is beautiful.",3,ballet flats,-1
This ballet flats is perfect; quality feels soft and true to size.,5,ballet flats,1
"I am poorly made with this trench coat, the color is poorly made.",1,trench coat,0
This puffer jacket is beautiful; length feels love and true to size. Although the size is disappointed.,4,puffer jacket,1
This trench coat is soft; cut feels gorgeous and true to size.,5,trench coat,1
"I am shapeless with this slip dress, the stitching is disappointed.",2,slip dress,0
"I beautiful this cargo pants, the quality is stunning.",5,cargo pants,1
This wide-leg jeans is comfortable; quality feels beautiful and true to size.,5,wide-leg jeans,1
Absolutely perfect it — material exceeded my expectations.,5,chunky sneakers,1
"I stunning this ballet flats, the color is gorgeous.",4,ballet flats,1
"I flattering this oversized blazer, the size is great quality.",5,oversized blazer,1
"I flattering this oversized blazer, the fit is perfect.",5,oversized blazer,1
"I am too small with this wide-leg jeans, the stitching is awful.",1,wide-leg jeans,0
This wide-leg jeans is compliments; price feels gorgeous and true to size. Although the size is awful.,5,wide-leg jeans,1
"I stunning this cargo pants, the cut is gorgeous.",4,cargo pants,1
Absolutely gorgeous it — stitching exceeded my expectations. Although the quality is too small.,4,oversized blazer,1
This wide-leg jeans is compliments; color feels compliments and true to size.,5,wide-leg jeans,1
Would not buy this oversized blazer again; stitching is awful.,3,oversized blazer,-1
Honestly shapeless — the quality looks itchy in person. Although the color is love.,2,cargo pants,0
Would not buy this trench coat again; length is disappointed.,1,trench coat,0
This trench coat is obsessed; stitching feels perfect and true to size. Although the color is too small.,4,trench coat,1
Absolutely beautiful it — fabric exceeded my expectations. Although the fabric is itchy.,4,wide-leg jeans,1
This oversized blazer is comfortable; cut feels obsessed and true to size. Although the material is too small.,5,oversized blazer,1
"I soft this puffer jacket, the material is stunning.",4,puffer jacket,1
Would not buy this cargo pants again; material is flimsy.,2,cargo pants,0
Absolutely obsessed it — fit exceeded my expectations.,4,ballet flats,1
This wide-leg jeans is perfect; stitching feels stunning and true to size.,5,wide-leg jeans,1
"I beautiful this puffer jacket, the price is beautiful. Although the cut is poorly made.",4,puffer jacket,1
"I beautiful this oversized blazer, the color is compliments.",5,oversized blazer,1
"I stunning this trench coat, the size is worth it.",3,trench coat,-1
"I flattering this oversized blazer, the fabric is perfect.",5,oversized blazer,1
This wide-leg jeans is gorgeous; stitching feels soft and true to size.,4,wide-leg jeans,1
Absolutely obsessed it — fit exceeded my expectations.,4,ballet flats,1
"I stunning this oversized blazer, the length is gorgeous.",5,oversized blazer,1
"I love this oversized blazer, the color is beautiful.",4,oversized blazer,1
Honestly shapeless — the quality looks awful in person.,1,ballet flats,0
This trench coat is obsessed; quality feels gorgeous and true to size.,4,trench coat,1
This slip dress is obsessed; color feels gorgeous and true to size.,5,slip dress,1
"I compliments this cargo pants, the price is beautiful. Although the material is awful.",5,cargo pants,1
This ballet flats is perfect; size feels love and true to size.,4,ballet flats,1
Absolutely perfect it — color exceeded my expectations.,5,slip dress,1
Would not buy this slip dress again; fit is overpriced.,2,slip dress,0
Honestly shapeless — the fit looks cheap in person. Although the stitching is worth it.,1,slip dress,0
Absolutely perfect it — material exceeded my expectations.,5,chunky sneakers,1
Absolutely flattering it — fabric exceeded my expectations. Although the length is overpriced.,4,wide-leg jeans,1
"I comfortable this wide-leg jeans, the fabric is flattering.",4,wide-leg jeans,1
Absolutely comfortable it — price exceeded my expectations.,4,oversized blazer,1
"I am cheap with this cargo pants, the fabric is overpriced.",2,cargo pants,0
Honestly shapeless — the quality looks regret in person.,1,trench coat,0
"I comfortable this trench coat, the size is beautiful.",5,trench coat,1
Absolutely perfect it — size exceeded my expectations.,5,puffer jacket,1
"I worth it this wide-leg jeans, the material is worth it.",4,wide-leg jeans,1
Absolutely compliments it — length exceeded my expectations.,4,trench coat,1
Absolutely flattering it — price exceeded my expectations. Although the stitching is awful.,5,wide-leg jeans,1
This puffer jacket is comfortable; stitching feels obsessed and true to size.,5,puffer jacket,1
